top_category,top_material,top_color,top_color_code,bottom_category,bottom_material,bottom_color,bottom_color_code,shoes_category,shoes_material,shoes_color,shoes_color_code,style,temperature,weather_condition,score
T-shirt,Polyester,"[104, 233, 59]",174.59,Culottes,Velvet,"[125, 189, 15]",150.03,Loafers,Mesh,"[23, 230, 176]",161.95,Formal,-2,Windy,1.0
T-shirt,Nylon,"[48, 111, 25]",82.36,Chinos,Polyester,"[229, 234, 156]",223.61,Flip-Flops,Velvet,"[140, 128, 51]",122.81,Elegant,14,Sunny,3.0
Coat,Velvet,"[205, 226, 77]",202.73,Culottes,Velvet,"[63, 93, 220]",98.51,Boots,Velvet,"[235, 106, 82]",141.84,Bohemian,17,Sunny,5.0
Cardigan,Nylon,"[28, 196, 209]",147.25,Culottes,Leather,"[186, 151, 239]",171.5,Running Shoes,Leather,"[19, 240, 244]",174.38,Preppy,29,Cloudy,5.0
Cardigan,Leather,"[4, 90, 153]",71.47,Joggers,Nylon,"[3, 46, 177]",48.08,Running Shoes,Leather,"[203, 176, 116]",177.23,Elegant,1,Sunny,5.0
Jacket,Wool,"[82, 165, 53]",127.41,Joggers,Cotton,"[197, 217, 110]",198.82,Boots,Synthetic,"[70, 165, 151]",135.0,Formal,13,Windy,5.0
Jacket,Nylon,"[44, 108, 79]",85.56,Joggers,Nylon,"[186, 81, 63]",110.34,Moccasins,Knit,"[207, 38, 70]",92.18,Formal,27,Sunny,5.0
Polo,Nylon,"[54, 90, 168]",88.13,Culottes,Denim,"[65, 184, 72]",135.65,Moccasins,Wool,"[25, 223, 253]",167.22,Elegant,1,Sunny,5.0
Sweater,Linen,"[118, 171, 165]",154.47,Joggers,Cotton,"[77, 193, 219]",161.28,Boots,Mesh,"[32, 130, 119]",99.44,Casual,3,Snowy,7.5
Coat,Nylon,"[167, 59, 166]",103.49,Trousers,Denim,"[161, 120, 179]",138.98,Boots,Leather,"[43, 71, 34]",58.41,Elegant,26,Rainy,2.0
Jacket,Nylon,"[169, 109, 220]",139.59,Jeans,Linen,"[140, 96, 139]",114.06,Sandals,Suede,"[234, 163, 240]",193.01,Formal,5,Sunny,5.0
Jacket,Wool,"[247, 218, 134]",217.09,Skirt,Velvet,"[119, 173, 66]",144.66,Sandals,Wool,"[17, 183, 75]",121.05,Sporty,3,Cloudy,2.5
Cardigan,Silk,"[83, 205, 54]",151.31,Trousers,Nylon,"[250, 45, 83]",110.63,Oxfords,Canvas,"[58, 70, 50]",64.13,Formal,2,Cloudy,5.0
T-shirt,Silk,"[34, 60, 19]",47.55,Sweatpants,Polyester,"[53, 127, 105]",102.37,Oxfords,Synthetic,"[219, 204, 1]",185.34,Minimalist,-3,Rainy,2.5
Tunic,Leather,"[84, 149, 244]",140.39,Joggers,Polyester,"[251, 91, 17]",130.4,Espadrilles,Velvet,"[59, 73, 84]",70.07,Elegant,24,Snowy,1.5
Blouse,Velvet,"[84, 31, 71]",51.41,Trousers,Fleece,"[169, 161, 200]",167.84,Heels,Leather,"[150, 224, 179]",196.74,Casual,11,Windy,5.0
Blouse,Fleece,"[217, 233, 70]",209.63,Joggers,Velvet,"[71, 106, 183]",104.31,Sneakers,Velvet,"[130, 74, 178]",102.6,Streetwear,9,Rainy,5.0
Tank Top,Leather,"[97, 132, 157]",124.38,Joggers,Velvet,"[252, 225, 21]",209.82,Loafers,Knit,"[247, 131, 155]",168.42,Formal,4,Windy,2.5
Tunic,Nylon,"[6, 154, 133]",107.35,Jeans,Velvet,"[189, 3, 25]",61.12,Oxfords,Velvet,"[179, 191, 33]",169.4,Formal,-3,Windy,5.0
Tunic,Linen,"[165, 231, 223]",210.35,Chinos,Wool,"[203, 81, 91]",118.62,Flip-Flops,Suede,"[118, 2, 6]",37.14,Elegant,29,Windy,3.0
Polo,Polyester,"[157, 37, 223]",94.08,Leggings,Polyester,"[83, 4, 234]",53.84,Moccasins,Leather,"[224, 127, 24]",144.26,Formal,19,Sunny,5.0
Sweater,Leather,"[54, 8, 139]",36.69,Joggers,Linen,"[123, 13, 73]",52.73,Moccasins,Suede,"[225, 97, 64]",131.51,Elegant,16,Rainy,5.0
Polo,Leather,"[88, 249, 42]",177.26,Jeans,Denim,"[156, 127, 70]",129.17,Running Shoes,Rubber,"[164, 148, 119]",149.48,Elegant,7,Cloudy,5.0
Jacket,Leather,"[69, 72, 254]",91.85,Trousers,Fleece,"[178, 215, 104]",191.28,Boots,Velvet,"[244, 7, 70]",85.05,Formal,11,Rainy,6.0
Blouse,Leather,"[81, 118, 31]",97.02,Skirt,Silk,"[169, 204, 247]",198.44,Running Shoes,Rubber,"[187, 189, 166]",185.78,Sporty,11,Rainy,5.0
Hoodie,Velvet,"[9, 115, 177]",90.37,Joggers,Silk,"[38, 80, 196]",80.67,Moccasins,Velvet,"[80, 137, 16]",106.16,Business Casual,31,Sunny,2.5
Tank Top,Polyester,"[252, 131, 26]",155.21,Culottes,Velvet,"[50, 171, 160]",133.57,Flip-Flops,Suede,"[127, 70, 234]",105.74,Bohemian,19,Snowy,1.5
Jacket,Cotton,"[110, 158, 178]",145.93,Jeans,Leather,"[186, 87, 117]",120.02,Loafers,Leather,"[14, 216, 162]",149.45,Casual,33,Sunny,5.0
Tunic,Cotton,"[95, 117, 158]",115.1,Culottes,Polyester,"[78, 193, 69]",144.48,Sandals,Knit,"[136, 18, 224]",76.77,Business Casual,-5,Sunny,5.0
Polo,Denim,"[82, 148, 11]",112.65,Joggers,Cotton,"[147, 252, 159]",210.0,Espadrilles,Leather,"[179, 230, 115]",201.64,Preppy,15,Rainy,5.0
Coat,Wool,"[176, 240, 118]",206.96,Culottes,Denim,"[7, 66, 117]",54.17,Moccasins,Denim,"[18, 143, 72]",97.53,Formal,4,Rainy,7.5
Coat,Velvet,"[29, 74, 250]",80.61,Joggers,Polyester,"[144, 132, 46]",125.78,Espadrilles,Denim,"[177, 217, 116]",193.53,Business Casual,33,Cloudy,2.5
Sweater,Silk,"[34, 159, 176]",123.56,Leggings,Leather,"[188, 98, 25]",116.59,Espadrilles,Canvas,"[35, 16, 99]",31.14,Preppy,18,Sunny,5.0
Tunic,Denim,"[125, 21, 135]",65.09,Sweatpants,Silk,"[39, 182, 248]",146.77,Espadrilles,Suede,"[81, 247, 85]",178.9,Streetwear,30,Sunny,2.5
Hoodie,Linen,"[195, 20, 1]",70.16,Culottes,Denim,"[147, 253, 56]",198.85,Flip-Flops,Rubber,"[65, 253, 218]",192.8,Casual,17,Sunny,5.0
Tunic,Wool,"[182, 44, 24]",82.98,Trousers,Nylon,"[161, 199, 27]",168.03,Moccasins,Rubber,"[93, 248, 69]",181.25,Elegant,16,Snowy,1.5
Blouse,Linen,"[66, 243, 22]",164.88,Jeans,Cotton,"[198, 68, 117]",112.46,Moccasins,Wool,"[75, 219, 70]",158.96,Bohemian,4,Sunny,5.0
Blouse,Cotton,"[99, 190, 180]",161.65,Culottes,Cotton,"[113, 166, 96]",142.17,Flip-Flops,Denim,"[232, 247, 143]",230.66,Casual,15,Cloudy,5.0
Polo,Denim,"[83, 122, 29]",99.74,Cargo Pants,Linen,"[65, 44, 189]",66.81,Espadrilles,Synthetic,"[182, 161, 213]",173.21,Casual,26,Snowy,1.0
Polo,Denim,"[255, 102, 7]",136.92,Shorts,Fleece,"[190, 180, 230]",188.69,Moccasins,Rubber,"[113, 83, 142]",98.7,Streetwear,28,Snowy,1.5
Tank Top,Leather,"[164, 15, 242]",85.43,Cargo Pants,Velvet,"[197, 185, 144]",183.91,Heels,Canvas,"[16, 184, 132]",127.84,Elegant,14,Windy,5.0
Tank Top,Polyester,"[159, 74, 255]",120.05,Leggings,Silk,"[6, 225, 29]",137.18,Running Shoes,Rubber,"[171, 142, 219]",159.45,Streetwear,26,Sunny,5.0
Coat,Velvet,"[94, 123, 213]",124.59,Jeans,Denim,"[166, 110, 148]",131.08,Loafers,Denim,"[132, 2, 254]",69.6,Business Casual,1,Cloudy,6.5
Sweater,Nylon,"[127, 92, 172]",111.59,Chinos,Denim,"[89, 3, 102]",40.0,Sneakers,Canvas,"[91, 192, 117]",153.25,Bohemian,11,Windy,5.0
T-shirt,Silk,"[9, 181, 93]",119.54,Leggings,Nylon,"[179, 171, 210]",177.84,Loafers,Knit,"[1, 171, 2]",100.9,Sporty,32,Rainy,3.0
Blouse,Wool,"[252, 229, 105]",221.74,Joggers,Cotton,"[232, 57, 192]",124.72,Loafers,Mesh,"[30, 93, 218]",88.41,Vintage,0,Sunny,5.0
Polo,Polyester,"[249, 28, 31]",94.42,Skirt,Velvet,"[43, 203, 194]",154.13,Running Shoes,Canvas,"[252, 102, 94]",145.94,Formal,12,Rainy,5.0
Blouse,Linen,"[69, 60, 29]",59.16,Culottes,Wool,"[70, 116, 254]",117.98,Loafers,Wool,"[197, 191, 87]",180.94,Preppy,6,Cloudy,5.0
Sweater,Wool,"[137, 176, 66]",151.8,Jeans,Leather,"[47, 29, 52]",37.0,Espadrilles,Suede,"[49, 77, 17]",61.79,Casual,0,Rainy,6.5
Tank Top,Fleece,"[65, 148, 194]",128.43,Jeans,Leather,"[30, 174, 110]",123.65,Running Shoes,Mesh,"[249, 129, 184]",171.15,Vintage,33,Windy,5.0
Polo,Silk,"[79, 100, 13]",83.8,Sweatpants,Denim,"[88, 103, 250]",115.27,Running Shoes,Velvet,"[209, 182, 13]",170.81,Minimalist,30,Cloudy,2.5
Blouse,Leather,"[43, 203, 51]",137.83,Cargo Pants,Silk,"[208, 104, 84]",132.82,Flip-Flops,Rubber,"[134, 177, 148]",160.84,Vintage,6,Rainy,3.0
T-shirt,Nylon,"[105, 125, 18]",106.82,Chinos,Silk,"[103, 178, 25]",138.13,Heels,Wool,"[222, 39, 45]",94.4,Formal,31,Windy,3.0
Polo,Nylon,"[87, 12, 237]",60.07,Trousers,Nylon,"[231, 240, 125]",224.2,Loafers,Rubber,"[130, 170, 205]",162.03,Vintage,0,Rainy,5.0
Tank Top,Wool,"[113, 112, 137]",115.15,Jeans,Cotton,"[248, 101, 174]",153.28,Oxfords,Velvet,"[166, 172, 38]",154.93,Vintage,22,Windy,5.0
Polo,Leather,"[152, 232, 68]",189.38,Joggers,Cotton,"[239, 145, 85]",166.27,Sandals,Canvas,"[4, 105, 125]",77.08,Business Casual,15,Windy,5.0
Sweater,Polyester,"[73, 147, 153]",125.56,Trousers,Cotton,"[85, 144, 242]",137.53,Loafers,Wool,"[141, 226, 25]",177.67,Preppy,6,Rainy,5.0
Hoodie,Linen,"[103, 76, 35]",79.4,Culottes,Leather,"[152, 200, 232]",189.3,Flip-Flops,Knit,"[193, 128, 114]",145.84,Preppy,24,Cloudy,5.0
Hoodie,Cotton,"[152, 37, 154]",84.72,Leggings,Fleece,"[9, 155, 8]",94.59,Espadrilles,Leather,"[77, 194, 243]",164.6,Formal,0,Sunny,4.5
Cardigan,Fleece,"[171, 13, 8]",59.67,Trousers,Fleece,"[187, 121, 143]",143.24,Boots,Mesh,"[2, 203, 75]",128.31,Bohemian,18,Snowy,3.5
Cardigan,Silk,"[111, 77, 121]",92.18,Jeans,Linen,"[247, 34, 52]",99.74,Boots,Wool,"[220, 22, 6]",79.38,Sporty,-4,Rainy,6.0
Cardigan,Cotton,"[54, 13, 191]",45.55,Chinos,Wool,"[72, 50, 15]",52.59,Moccasins,Knit,"[0, 50, 186]",50.55,Vintage,15,Rainy,5.0
Hoodie,Cotton,"[237, 45, 200]",120.08,Culottes,Velvet,"[154, 136, 157]",143.78,Moccasins,Denim,"[244, 170, 174]",192.58,Casual,28,Sunny,2.5
Coat,Velvet,"[218, 32, 81]",93.2,Jeans,Wool,"[39, 126, 206]",109.11,Heels,Mesh,"[165, 58, 246]",111.42,Elegant,-3,Rainy,7.5
T-shirt,Velvet,"[72, 207, 22]",145.54,Leggings,Polyester,"[72, 149, 89]",119.14,Boots,Wool,"[97, 31, 89]",57.35,Minimalist,32,Sunny,3.5
Polo,Wool,"[225, 200, 164]",203.37,Cargo Pants,Linen,"[59, 60, 129]",67.57,Flip-Flops,Suede,"[77, 228, 1]",156.97,Minimalist,18,Cloudy,5.0
Polo,Polyester,"[212, 198, 53]",185.66,Skirt,Nylon,"[223, 148, 2]",153.78,Boots,Denim,"[168, 207, 94]",182.46,Preppy,6,Rainy,5.0
Polo,Nylon,"[4, 23, 92]",25.18,Sweatpants,Denim,"[41, 202, 179]",151.24,Flip-Flops,Synthetic,"[92, 224, 252]",187.72,Sporty,32,Sunny,2.5
Jacket,Linen,"[177, 241, 205]",217.76,Cargo Pants,Silk,"[202, 203, 154]",197.11,Loafers,Knit,"[196, 96, 96]",125.9,Vintage,6,Cloudy,5.0
Polo,Velvet,"[132, 94, 84]",104.22,Sweatpants,Wool,"[241, 46, 117]",112.4,Moccasins,Canvas,"[116, 199, 170]",170.88,Casual,3,Snowy,1.5
Polo,Leather,"[220, 149, 234]",179.92,Joggers,Silk,"[110, 55, 162]",83.64,Espadrilles,Synthetic,"[41, 61, 251]",76.68,Business Casual,-4,Sunny,5.0
T-shirt,Fleece,"[12, 53, 70]",42.68,Jeans,Fleece,"[102, 74, 168]",93.09,Heels,Leather,"[118, 6, 95]",49.63,Streetwear,32,Snowy,1.5
Hoodie,Leather,"[43, 227, 186]",167.31,Leggings,Polyester,"[155, 1, 22]",49.44,Loafers,Leather,"[87, 215, 55]",158.49,Minimalist,20,Rainy,5.0
Sweater,Cotton,"[139, 169, 12]",142.13,Chinos,Linen,"[157, 102, 179]",127.22,Flip-Flops,Rubber,"[119, 84, 128]",99.48,Preppy,14,Sunny,5.0
Cardigan,Polyester,"[107, 57, 124]",79.59,Shorts,Fleece,"[192, 30, 236]",101.92,Boots,Knit,"[139, 37, 242]",90.87,Elegant,-1,Rainy,3.5
Coat,Wool,"[12, 11, 225]",35.7,Jeans,Polyester,"[63, 2, 34]",23.89,Heels,Synthetic,"[172, 31, 17]",71.56,Formal,34,Sunny,2.5
Blouse,Velvet,"[101, 154, 48]",126.07,Leggings,Nylon,"[217, 219, 200]",216.24,Running Shoes,Suede,"[46, 159, 238]",134.22,Streetwear,31,Windy,5.0
Polo,Denim,"[201, 184, 77]",176.88,Chinos,Linen,"[124, 174, 71]",147.31,Heels,Suede,"[68, 46, 222]",72.64,Bohemian,31,Snowy,1.5
Tunic,Leather,"[133, 149, 137]",142.85,Leggings,Denim,"[82, 179, 255]",158.66,Moccasins,Wool,"[180, 229, 219]",213.21,Preppy,26,Snowy,1.5
Jacket,Polyester,"[243, 211, 62]",203.58,Skirt,Linen,"[23, 157, 224]",124.57,Moccasins,Synthetic,"[254, 168, 120]",188.24,Streetwear,-5,Sunny,2.5
Blouse,Nylon,"[218, 187, 27]",178.03,Sweatpants,Fleece,"[117, 221, 44]",169.73,Oxfords,Velvet,"[186, 201, 23]",176.22,Streetwear,15,Rainy,3.5
Polo,Linen,"[132, 148, 39]",130.79,Culottes,Wool,"[44, 213, 97]",149.24,Oxfords,Wool,"[225, 177, 246]",199.22,Preppy,19,Snowy,1.5
Hoodie,Velvet,"[204, 4, 235]",90.13,Chinos,Denim,"[142, 123, 18]",116.71,Loafers,Suede,"[92, 63, 0]",64.49,Streetwear,30,Snowy,1.0
Blouse,Silk,"[237, 72, 177]",133.31,Cargo Pants,Cotton,"[215, 27, 246]",108.18,Moccasins,Suede,"[106, 121, 232]",129.17,Elegant,17,Windy,5.0
Hoodie,Denim,"[248, 188, 52]",190.44,Skirt,Fleece,"[135, 238, 42]",184.86,Sneakers,Mesh,"[227, 172, 112]",181.6,Casual,-1,Sunny,4.0
Tunic,Silk,"[198, 11, 14]",67.25,Chinos,Cotton,"[41, 134, 203]",114.06,Oxfords,Velvet,"[228, 201, 215]",210.67,Elegant,34,Sunny,5.0
Jacket,Nylon,"[126, 160, 172]",151.2,Leggings,Wool,"[85, 154, 243]",143.51,Running Shoes,Canvas,"[176, 60, 212]",112.01,Streetwear,9,Sunny,5.0
Tunic,Nylon,"[127, 56, 147]",87.6,Culottes,Wool,"[90, 84, 127]",90.7,Flip-Flops,Suede,"[213, 241, 91]",215.53,Bohemian,9,Rainy,3.0
Hoodie,Wool,"[226, 84, 233]",143.44,Skirt,Cotton,"[103, 252, 237]",205.74,Sandals,Mesh,"[187, 171, 33]",160.05,Bohemian,0,Snowy,1.0
Hoodie,Velvet,"[109, 52, 244]",90.93,Joggers,Silk,"[217, 254, 165]",232.79,Flip-Flops,Synthetic,"[42, 240, 243]",181.14,Business Casual,26,Snowy,1.0
Hoodie,Linen,"[237, 88, 130]",137.34,Shorts,Wool,"[5, 200, 182]",139.64,Flip-Flops,Wool,"[79, 119, 58]",100.09,Formal,24,Sunny,3.0
Cardigan,Silk,"[122, 103, 198]",119.51,Chinos,Wool,"[178, 85, 222]",128.42,Loafers,Knit,"[6, 163, 3]",97.82,Streetwear,-2,Rainy,3.5
Blouse,Wool,"[140, 0, 62]",48.93,Culottes,Linen,"[59, 215, 49]",149.43,Espadrilles,Wool,"[64, 240, 96]",170.96,Bohemian,12,Sunny,5.0
T-shirt,Wool,"[173, 92, 78]",114.62,Jeans,Denim,"[60, 243, 133]",175.74,Oxfords,Suede,"[42, 70, 227]",79.53,Minimalist,21,Windy,5.0
Polo,Polyester,"[219, 4, 180]",88.35,Shorts,Fleece,"[242, 0, 27]",75.44,Sneakers,Denim,"[209, 7, 69]",74.47,Elegant,22,Rainy,3.0
Jacket,Cotton,"[179, 94, 50]",114.4,Leggings,Silk,"[29, 37, 24]",33.13,Sneakers,Velvet,"[180, 101, 200]",135.91,Casual,4,Windy,5.0
Cardigan,Silk,"[24, 250, 66]",161.45,Joggers,Wool,"[184, 67, 177]",114.52,Flip-Flops,Rubber,"[161, 227, 30]",184.81,Minimalist,-2,Cloudy,3.0
Jacket,Polyester,"[46, 121, 79]",93.79,Sweatpants,Silk,"[5, 244, 176]",164.79,Sandals,Denim,"[181, 241, 178]",215.88,Minimalist,35,Sunny,2.5
Coat,Nylon,"[255, 67, 244]",143.39,Leggings,Linen,"[69, 141, 230]",129.62,Moccasins,Suede,"[32, 251, 56]",163.29,Vintage,13,Cloudy,5.0
Sweater,Leather,"[125, 132, 240]",142.22,Chinos,Velvet,"[56, 93, 185]",92.42,Boots,Synthetic,"[88, 83, 85]",84.72,Preppy,24,Cloudy,5.0
Hoodie,Fleece,"[135, 39, 208]",86.97,Skirt,Silk,"[227, 48, 68]",103.8,Heels,Synthetic,"[192, 62, 177]",113.98,Vintage,9,Rainy,5.0
Tunic,Silk,"[222, 49, 37]",99.36,Leggings,Wool,"[163, 22, 194]",83.77,Moccasins,Velvet,"[195, 214, 9]",184.95,Vintage,19,Sunny,5.0
Sweater,Nylon,"[244, 171, 42]",178.12,Culottes,Denim,"[56, 82, 140]",80.84,Oxfords,Synthetic,"[117, 206, 5]",156.47,Preppy,0,Sunny,6.5
Tank Top,Wool,"[96, 173, 48]",135.73,Trousers,Wool,"[49, 102, 163]",93.11,Running Shoes,Leather,"[152, 123, 10]",118.79,Minimalist,35,Sunny,5.0
T-shirt,Linen,"[108, 211, 79]",165.16,Chinos,Cotton,"[168, 225, 18]",184.36,Flip-Flops,Knit,"[173, 208, 167]",192.86,Streetwear,13,Cloudy,5.0
Tunic,Leather,"[149, 20, 49]",61.88,Chinos,Linen,"[170, 122, 171]",141.94,Boots,Canvas,"[229, 16, 181]",98.5,Vintage,18,Windy,5.0
Polo,Polyester,"[52, 78, 94]",72.05,Chinos,Linen,"[67, 73, 32]",66.53,Heels,Velvet,"[59, 182, 58]",131.09,Sporty,22,Cloudy,5.0
T-shirt,Polyester,"[183, 216, 80]",190.63,Chinos,Wool,"[134, 186, 150]",166.35,Boots,Mesh,"[154, 115, 9]",114.58,Bohemian,12,Cloudy,5.0
Hoodie,Polyester,"[86, 241, 26]",170.14,Trousers,Silk,"[188, 235, 196]",216.5,Heels,Leather,"[135, 11, 223]",72.24,Casual,29,Snowy,1.0
Sweater,Denim,"[209, 58, 196]",118.88,Chinos,Wool,"[108, 156, 113]",136.75,Sandals,Knit,"[130, 116, 3]",107.3,Casual,15,Snowy,3.0
Cardigan,Wool,"[58, 25, 181]",52.65,Skirt,Nylon,"[16, 40, 231]",54.6,Espadrilles,Leather,"[22, 124, 196]",101.71,Minimalist,24,Sunny,5.0
Tank Top,Wool,"[13, 169, 113]",115.97,Joggers,Leather,"[96, 124, 219]",126.46,Flip-Flops,Suede,"[111, 87, 122]",98.17,Casual,10,Snowy,1.5
Jacket,Cotton,"[177, 115, 105]",132.4,Trousers,Linen,"[44, 28, 4]",30.05,Heels,Leather,"[221, 141, 152]",166.17,Business Casual,30,Windy,5.0
Tunic,Fleece,"[230, 65, 91]",117.3,Culottes,Linen,"[175, 180, 152]",175.31,Running Shoes,Mesh,"[224, 157, 170]",178.51,Vintage,28,Snowy,1.5
Tunic,Denim,"[245, 239, 121]",227.34,Cargo Pants,Fleece,"[10, 192, 214]",140.09,Oxfords,Suede,"[152, 184, 117]",166.79,Casual,-4,Sunny,5.0
T-shirt,Nylon,"[224, 21, 84]",88.88,Shorts,Cotton,"[30, 174, 225]",136.76,Sandals,Suede,"[248, 126, 129]",162.82,Casual,3,Windy,2.5
Blouse,Denim,"[238, 251, 0]",218.5,Trousers,Cotton,"[72, 85, 118]",84.88,Flip-Flops,Rubber,"[3, 129, 7]",77.42,Sporty,0,Snowy,1.0
Tunic,Linen,"[112, 33, 59]",59.58,Culottes,Leather,"[86, 233, 119]",176.05,Sandals,Mesh,"[247, 231, 101]",220.96,Bohemian,10,Snowy,1.5
Polo,Silk,"[113, 110, 130]",113.18,Jeans,Wool,"[252, 142, 133]",173.86,Flip-Flops,Leather,"[189, 184, 65]",171.93,Sporty,11,Snowy,1.5
Blouse,Denim,"[13, 145, 232]",115.45,Jeans,Leather,"[144, 54, 166]",93.68,Loafers,Synthetic,"[206, 207, 102]",194.73,Preppy,2,Snowy,1.5
Blouse,Denim,"[127, 16, 51]",53.18,Jeans,Nylon,"[65, 156, 174]",130.84,Sneakers,Wool,"[220, 34, 208]",109.45,Bohemian,13,Snowy,1.5
Jacket,Silk,"[167, 170, 166]",168.65,Culottes,Silk,"[89, 36, 232]",74.19,Sneakers,Synthetic,"[112, 130, 184]",130.77,Sporty,34,Cloudy,5.0
Sweater,Velvet,"[42, 49, 27]",44.4,Leggings,Denim,"[116, 171, 217]",159.8,Sandals,Canvas,"[44, 57, 99]",57.9,Formal,14,Rainy,3.0
Polo,Velvet,"[182, 243, 205]",220.43,Sweatpants,Denim,"[137, 18, 54]",57.68,Loafers,Synthetic,"[9, 206, 162]",142.08,Casual,-1,Cloudy,5.0
Tank Top,Nylon,"[186, 225, 15]",189.4,Skirt,Nylon,"[15, 96, 101]",72.35,Flip-Flops,Leather,"[0, 75, 227]",69.9,Elegant,9,Cloudy,3.0
Blouse,Polyester,"[229, 252, 3]",216.74,Trousers,Wool,"[27, 31, 74]",34.71,Sandals,Suede,"[149, 211, 179]",188.81,Elegant,1,Cloudy,5.0
Tunic,Leather,"[197, 26, 113]",87.05,Sweatpants,Velvet,"[61, 27, 143]",50.39,Sneakers,Wool,"[33, 88, 177]",81.7,Minimalist,6,Rainy,5.0
T-shirt,Polyester,"[135, 176, 79]",152.68,Joggers,Polyester,"[24, 74, 77]",59.39,Loafers,Synthetic,"[244, 43, 179]",118.6,Vintage,25,Rainy,5.0
Cardigan,Silk,"[225, 171, 48]",173.12,Chinos,Cotton,"[213, 209, 102]",198.0,Sneakers,Knit,"[89, 183, 16]",135.86,Minimalist,-1,Windy,5.0
Jacket,Wool,"[67, 239, 185]",181.42,Shorts,Velvet,"[196, 165, 4]",155.91,Boots,Velvet,"[197, 125, 136]",147.78,Streetwear,17,Cloudy,5.0
Cardigan,Silk,"[146, 167, 50]",147.38,Shorts,Fleece,"[35, 165, 53]",113.36,Oxfords,Denim,"[105, 8, 48]",41.56,Casual,-5,Rainy,2.5
T-shirt,Wool,"[132, 180, 182]",165.88,Sweatpants,Silk,"[145, 180, 102]",160.64,Loafers,Knit,"[40, 39, 217]",59.59,Bohemian,30,Rainy,2.5
Coat,Linen,"[168, 126, 220]",149.27,Joggers,Wool,"[76, 151, 242]",138.95,Espadrilles,Canvas,"[152, 183, 25]",155.72,Minimalist,8,Sunny,5.0
T-shirt,Denim,"[57, 30, 113]",47.53,Joggers,Polyester,"[79, 160, 131]",132.47,Moccasins,Synthetic,"[94, 127, 25]",105.5,Minimalist,5,Snowy,1.5
Hoodie,Denim,"[146, 175, 110]",158.92,Joggers,Cotton,"[246, 128, 118]",162.14,Heels,Rubber,"[75, 149, 220]",134.97,Preppy,-3,Rainy,6.5
Blouse,Polyester,"[141, 149, 42]",134.41,Cargo Pants,Linen,"[60, 167, 128]",130.56,Running Shoes,Synthetic,"[83, 53, 205]",79.3,Preppy,2,Windy,5.0
Cardigan,Velvet,"[106, 205, 126]",166.39,Sweatpants,Polyester,"[172, 148, 42]",143.09,Oxfords,Leather,"[66, 54, 118]",64.88,Streetwear,26,Rainy,1.0
Polo,Denim,"[241, 6, 138]",91.31,Skirt,Wool,"[91, 202, 215]",170.29,Moccasins,Velvet,"[36, 83, 203]",82.63,Bohemian,7,Snowy,1.5
Jacket,Polyester,"[66, 185, 95]",139.16,Leggings,Nylon,"[81, 227, 82]",166.82,Flip-Flops,Mesh,"[66, 222, 227]",175.93,Sporty,18,Snowy,1.5
Tunic,Leather,"[4, 80, 203]",71.3,Joggers,Velvet,"[50, 91, 44]",73.38,Espadrilles,Suede,"[178, 148, 19]",142.26,Elegant,15,Windy,5.0
Tunic,Fleece,"[88, 254, 196]",197.75,Chinos,Fleece,"[55, 40, 59]",46.65,Boots,Canvas,"[187, 175, 221]",183.83,Casual,26,Rainy,3.5
Sweater,Polyester,"[116, 117, 123]",117.39,Leggings,Leather,"[237, 89, 63]",130.29,Espadrilles,Synthetic,"[171, 149, 167]",157.63,Preppy,31,Snowy,1.0
Jacket,Fleece,"[21, 85, 217]",80.91,Jeans,Leather,"[211, 135, 254]",171.29,Oxfords,Synthetic,"[229, 112, 44]",139.23,Streetwear,-5,Windy,3.5
T-shirt,Denim,"[194, 131, 213]",159.19,Trousers,Linen,"[158, 130, 67]",131.19,Flip-Flops,Wool,"[24, 21, 218]",44.36,Business Casual,8,Snowy,1.5
Blouse,Nylon,"[160, 245, 51]",197.47,Joggers,Cotton,"[18, 191, 167]",136.54,Loafers,Leather,"[46, 127, 63]",95.48,Vintage,9,Sunny,5.0
Sweater,Wool,"[198, 199, 223]",201.44,Shorts,Polyester,"[9, 108, 218]",90.94,Flip-Flops,Knit,"[200, 65, 210]",121.89,Elegant,17,Cloudy,3.0
Blouse,Cotton,"[146, 212, 186]",189.3,Trousers,Fleece,"[114, 206, 254]",183.96,Sneakers,Leather,"[45, 170, 110]",125.78,Elegant,22,Sunny,3.0
Hoodie,Velvet,"[10, 20, 191]",36.5,Shorts,Polyester,"[202, 185, 246]",197.04,Flip-Flops,Wool,"[44, 145, 23]",100.89,Formal,2,Sunny,1.0
Cardigan,Fleece,"[56, 193, 88]",140.07,Joggers,Polyester,"[156, 116, 48]",120.21,Moccasins,Canvas,"[113, 82, 196]",104.26,Sporty,8,Rainy,5.0
T-shirt,Fleece,"[90, 174, 68]",136.8,Skirt,Polyester,"[39, 7, 165]",34.58,Moccasins,Canvas,"[205, 105, 204]",146.19,Business Casual,5,Rainy,5.0
Tank Top,Leather,"[215, 177, 70]",176.16,Culottes,Silk,"[0, 7, 182]",24.86,Oxfords,Denim,"[47, 166, 52]",117.42,Vintage,3,Windy,2.5
Tunic,Leather,"[225, 49, 13]",97.52,Trousers,Fleece,"[248, 103, 98]",145.78,Running Shoes,Synthetic,"[169, 5, 214]",77.86,Formal,20,Cloudy,5.0
